"","transcript_id","RNA_WT_rep1","RNA_WT_rep2","RNA_WT_rep3","RNA_pbp1d_rep1","RNA_pbp1d_rep2","RNA_pbp1d_rep3","RNA_pab1d_pbp1d_rep1","RNA_pab1d_pbp1d_rep2","RNA_pab1d_pbp1d_rep3","RPF_WT_rep1","RPF_WT_rep2","RPF_WT_rep3","RPF_pbp1d_rep1","RPF_pbp1d_rep2","RPF_pbp1d_rep3","RPF_pab1d_pbp1d_rep1","RPF_pab1d_pbp1d_rep2","RPF_pab1d_pbp1d_rep3","CDS_WT_rep1","CDS_WT_rep2","CDS_WT_rep3","CDS_pbp1d_rep1","CDS_pbp1d_rep2","CDS_pbp1d_rep3","CDS_pab1d_pbp1d_rep1","CDS_pab1d_pbp1d_rep2","CDS_pab1d_pbp1d_rep3"
"6220","YLL067W-A_mRNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6221","YLR001C_mRNA",3882,3714,3013,5143,4282,3385,5473,6564.3,5804,152.05,163.01,165.04,211.73,216.02,177.68,167.97,144,89.99,144,158,162,192,211,166,163,139,84
"6222","YLR012C_mRNA",3,4,1,794,7,12,1035,1099,1236,0,1,0,21.02,0,0,31.99,55.89,15,0,1,0,17,0,0,31,54,15
"6223","YLR030W_mRNA",97.67,112.92,56.87,135.11,113.63,85.78,301.12,357.67,410.82,3,1,0,1,1,1,5,5,3,3,0,0,1,1,1,5,5,3
"6224","YLR031W_mRNA",56.27,80.35,57.13,105.36,72.37,70.22,251.94,277.33,270.18,0,0,1,0,1,0,0,4,2.99,0,0,1,0,1,0,0,3,2
"6225","YLR035C-A_mRNA",12.89,32.64,43.71,0,17.65,24.15,80.42,114.24,155.69,0,3.55,21.16,6.65,15.25,13.55,0,6.21,0.25,0,5.25,20.08,13.09,19.68,15.85,0,7.74,0
"6226","YLR036C_mRNA",1173,1235,955,1686,1299.98,1129,2188.97,2021,2080,31,29,18,55,42.23,30,56,53,14,29,27,17,50,42,30,53,45,13
"6227","YLR041W_mRNA",38,28,22,57,66,47,107,101,121,0,0.6,0,0,0,0.94,0,1,0,0,0,0,0,0,0,0,0,0
"6228","YLR042C_mRNA",998,993,834,953,801,735,1033,1549,1636,55.03,73.07,65,60.03,65.08,43.02,56.01,109.11,42,52,68,62,57,60,43,53,101,41
"6229","YLR046C_mRNA",1125,1087,1042,1601,1297,1139,1227,2181,2039,3,3,1,0,3,1,0,2,3,1,0,1,0,0,1,0,0,0
"6230","YLR049C_mRNA",4691.98,5489.79,4454.98,5926,5337.52,4864.13,4453.09,3737.78,4231.86,445.02,480,425.85,470.01,528.32,424.46,326.05,438.99,213,427,471,412,442,498,399,316,413,202
"6231","YLR050C_mRNA",2581,2824,2200,4538,3562,3029.06,8016,6174,6286,165.27,176.7,157.82,370.54,303.37,205,602.92,683.97,377.39,156,168,153,329,288,194,570,642,344
"6232","YLR053C_mRNA",6,7,3,8,11,14,58,60,58,2,0,0,0.33,0,0,6.94,8.01,6,1,0,0,0,0,0,6,7,5
"6233","YLR072W_mRNA",4365.46,4975,4040,6026.92,5407,4848.24,7269,8911.36,7749.65,144.4,153.03,134.13,210.39,230.03,156.53,168.08,306.09,91.03,136,142,127,193,220,146,160.01,267,79.07
"6234","YLR076C_mRNA",23,21,34,20,27,19,20,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6235","YLR101C_mRNA",4.11,2.01,3.07,2.03,3.07,4.1,3.08,2.04,4.08,0,9.88,8.42,30.04,5.65,21.42,104.92,41.66,32.35,0,0,0,0,0,0,0,0,0
"6236","YLR108C_mRNA",1671,1536,1051,1609,1185,1027,1573,2112.14,1802.02,46.89,39.03,49.16,41.05,36.66,37.32,21.51,35.16,22.03,42,37,49,36,35,33,19,34,18
"6237","YLR111W_mRNA",25.7,9.4,14.01,16.09,12.96,10.78,28.02,22.31,38.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6238","YLR112W_mRNA",816.3,864.6,540.99,1210.91,931.04,767.22,684.98,607.69,789.82,8.01,5.01,6,9.01,15.1,18,4,22.01,8.97,0,2,0,3.08,4,3,2,7,1
"6239","YLR118C_mRNA",2978.05,3225,2677,4688,4231,3821,7200,5904.27,5771,434.03,554.29,541.27,744.11,802.24,684.04,1377.29,1621.31,753.44,414,536,524.93,667,765,645,1318,1562,700
"6240","YLR120W-A_mRNA",11,24,10,19,31,15,26,28,30,0,0,0,0,0,0,0,2.01,0,0,0,0,0,0,0,0,0,0
"6241","YLR122C_mRNA",11.94,25.88,19.56,43.93,38.4,29.95,103.5,211.32,182.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6242","YLR123C_mRNA",164.06,189.12,121.44,213.07,212.6,176.05,434.5,953.68,616.84,0,2.81,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1
"6243","YLR124W_mRNA",160,198,109,199,226,166,280,625,446,2,1,3,2,2,1,1,6.01,6,2,1,2,0,1,1,1,3,3
"6244","YLR125W_mRNA",358.57,414,287,536,429,415,660,1579.68,1196,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"6245","YLR126C_mRNA",1446,1292,1258,2041,1495,1437,883,797,834,73.18,70.03,72.77,81.42,89.67,108,38.5,51.38,29.42,68.02,65,69.04,75.02,81.05,97,34.01,40.99,21.01
"6246","YLR140W_mRNA",74.57,80,46.85,59.72,49.66,43.86,65.53,95.3,81.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6247","YLR146W-A_mRNA",440,550,379,613,451,374,703,820,688,56,64,32.15,109,61,67,99,177,61.01,55,61,30,99,59,64,89,170,53
"6248","YLR149C_mRNA",819,983,690,1155,964,816,3331.35,4598,4279,29,33.13,22.01,30,49,34.01,95.01,161.96,63.02,29,30,20,27,47,34,93,149,59
"6249","YLR149C-A_mRNA",3,7,2,3,3,4,5,52,29,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0
"6250","YLR152C_mRNA",1578,1637,1285.98,2087,1431,1371.24,1951,3125,3257,44,29.01,31,32.02,27.01,18.99,25.02,34.01,25,43,28,30,28,24,15,24,31,22
"6251","YLR154C-G_mRNA",28980.49,28749.73,34144.65,34568.78,454983.85,26932.38,42667.46,16564.07,10972.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6252","YLR154C-H_mRNA",481.97,619.97,375.91,1253,1438.14,528.97,4752,598.99,2353.99,1,0,2.02,2,2.98,6,7,4,9,0,0,0,0,0,0,0,0,0
"6253","YLR154W-A_mRNA",9,10,13,12,95.49,8,14.01,11.99,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6254","YLR154W-B_mRNA",15,9,21,21,60.95,7,21.98,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6255","YLR154W-E_mRNA",161,172,98,252,209,138,648,251,181,2,2,3,4.01,10,5.97,4,5,11.51,0,0,0,0,0,0,0,0,0
"6256","YLR154W-F_mRNA",59,40,32,89,51,53,181,77,50,0,2,1,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0
"6257","YLR156C-A_mRNA",0.68,1.34,1.04,0,1.01,1.01,1,0.34,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6258","YLR156W_mRNA",0,47.61,0,0,0,115.28,10.4,0.31,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67
"6259","YLR157C-B_pre-mRNA",1.42,0,7.78,10.9,10.42,384.09,0.4,654.74,345.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6260","YLR157C-C_mRNA",0.68,1.34,1.04,0,1.01,1.01,1,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6261","YLR157W-D_mRNA",466.02,445.14,315.7,752.38,508.42,440.74,832.21,806.42,803.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"6262","YLR157W-E_mRNA",1413.65,1285.91,1066.76,1555.36,2165.36,521.68,1241.25,5.46,5.99,3.99,2.06,10.51,0,2.25,2,0.89,16.85,3.34,0,2,0,0,0,0,0,0,0
"6263","YLR159C-A_mRNA",0.68,1.34,1.04,0,1.01,1.01,1,0.34,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6264","YLR159W_mRNA",0,682.69,1.26,0.01,0,412.36,351,938.43,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67
"6265","YLR161W_mRNA",627.43,9.5,528.15,1202.45,989.05,390.48,1131.15,1423.29,2101.85,16.1,60.92,42.55,39.91,34.04,36.02,43.42,61.31,38.61,0,0,0,0,0,0,0,0,0.67
"6266","YLR162W_mRNA",8,20,22,29,41,9,14,11,12,0,1.01,1,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0
"6267","YLR163W-A_mRNA",3,1,0,2,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6268","YLR169W_mRNA",2.08,14.7,2.4,12.43,9.1,11.26,6.02,7.95,14.23,0,0,0,3,2,0,2.04,0,0,0,0,0,1,1,0,0,0,0
"6269","YLR171W_mRNA",4.92,9.3,4.6,14.57,15.9,9.74,16.98,18.05,25.77,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"6270","YLR173W_mRNA",1989,1937.9,1527.57,2654,2255,1910,3736,4091,4126,128.01,98.02,165.09,209.09,205.14,207.62,233.83,345,85.81,123,93,160,186,191,194,227,326,78
"6272","YLR179C_mRNA",22531.23,23110,17746,28114.01,23954.21,20083.11,29183.02,24041.99,22991.44,1604.02,1598.94,1493.47,2015.08,2165.45,1915.25,2274.1,3282.86,1299.91,1533,1542,1445,1852,2077,1820,2179.91,3123,1211
"6273","YLR184W_mRNA",5,6,2,5,1,6,1,5,8,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
"6274","YLR194C_mRNA",12431.15,12695,9507,18708.53,14337,12429.35,18951.16,18860,21670,668.03,633.37,602.7,865.63,969.6,807.33,1178.25,1524.15,707.21,642,595,576,823,927.94,765,1140.99,1440,648
"6275","YLR198C_mRNA",58.17,45.26,55.58,60.49,69.96,32,63.84,40.44,48.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6276","YLR202C_mRNA",0,0,0,0,0,0,0,0,0,0,0,0,31.27,0,0,0,3.38,0,0,0,0,4.57,0,0,0,0,0
"6277","YLR202C_pre-mRNA",176.51,164.44,135.3,257.94,150.59,158.81,265.45,537.69,456.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6278","YLR217W_mRNA",6,10,2,7,4,7,10,29,13,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"6279","YLR222C-A_mRNA",4.43,10.29,6.69,5.65,4.53,9.08,8.08,9.02,3.32,0,0,0,0,0,0,0,0,2.21,0,0,0,0,0,0,0,0,0
"6280","YLR224W_mRNA",4127,4639,3518,5736,4777,4133,5561,6951.8,5763,61,77.18,64.05,87,89.13,76.08,83.01,126.02,56,55,68,62,70,81,63,76,109,47
"6281","YLR225C_mRNA",1907.89,1925,1745.99,2833,2755,2194.7,3818,5322,4707,76.14,87.95,97.9,116.32,152.36,106.52,164.01,301.12,90.98,73.46,84,91,112,142.01,101.94,161,282,83
"6282","YLR227W-B_pre-mRNA",4727.18,6130.34,6488.48,6825.28,7624.03,4002.34,4625.98,5279.86,2918.24,0,0,29.24,0,19.1,11.42,8.53,0,18.77,0,0,29.46,0,19.73,11.5,8.61,0.61,13.16
"6283","YLR230W_mRNA",1,5,1,1,2,2,3,6,11,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0
"6284","YLR232W_mRNA",6,11,1,8,9,7,23,38,29,0,0,0,2,0,2.16,0,5,0,0,0,0,1,0,1,0,3,0
"6285","YLR235C_mRNA",38.18,19.83,18.04,15.05,22.39,20.79,14.31,8.96,21.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6286","YLR236C_mRNA",19.82,50.17,13.96,27.95,23.61,19.21,33.69,24.04,42.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6287","YLR252W_mRNA",114.43,140.99,68.59,139.94,98.49,121.87,368.11,357.16,326.81,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0,0,0,1.36,0
"6288","YLR255C_mRNA",8,7,2,6,8,12,22,30,25,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"6289","YLR256W-A_mRNA",3.02,0,0,0,4.03,1.01,1.01,2.01,2.01,2,1,0,0,0,0,1.83,1.91,0.64,2,1,0,0,0,0,0.98,2,1.26
"6290","YLR257W_mRNA",14973.89,16355.65,14016.96,16487,15082.09,13640,20567.41,24317.1,24808.3,624.22,593.54,529.18,732.28,670.69,637.46,976.01,1422.41,553.21,602,566,502,677,628,602,934,1329,495
"6291","YLR264C-A_mRNA",2,4,2,6,2,5,10,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6292","YLR269C_mRNA",0,0,1,3,5,1,6,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6293","YLR271W_mRNA",560,572,434,849,666,572,1191.19,1632,1626.94,8,5,2,6.02,8,7,23,29,14,7,5,2,6,7,7,21,22,12
"6294","YLR278C_mRNA",17169.41,18245.14,15357.67,24787.56,22003.34,19729.95,24379.38,32786.26,32629.23,294.77,268.48,283.98,420.31,384.46,387.32,447.56,712.22,327.69,279,251,265,387,352,360,425.9,637.11,304
"6295","YLR279W_mRNA",10,12,3,18,7,7,23,41,16,0,0,2,2,0,0,1,6,0,0,0,0,0,0,0,0,3,0
"6296","YLR280C_mRNA",0,0,0,0,0,0,0,0,0,12,22,28.01,50,38,22,38,60.1,13.13,8,13,17,36,27,16,24,39.1,9.07
"6297","YLR281C_mRNA",46,50,24,62,49.75,43,84.14,38,76,0,0,0,0,0,0,0,5.9,11.87,0,0,0,0,0,0,0,5.9,5.93
"6298","YLR282C_mRNA",4,2,0,0,3.25,0,11.86,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6299","YLR283W_mRNA",1395.99,1443.01,1106,2231.32,1805,1605,3514,3852,3609,31,28,21,36.01,38.01,37,77,83.01,42,24,22,16,26,28,29,56,57,29
"6300","YLR285C-A_mRNA",52.15,59.19,43.14,87.3,99.31,68.2,46.25,34.1,41.11,0,2.01,1.02,3.03,2.01,3.01,6.56,1.03,0,0,1,1.01,1,2,2,5,0,0
"6301","YLR286W-A_mRNA",37,46,24,55,68,41,65,70,82,0,3,1,0,3.03,3.01,0,0,3,0,1,1,0,0,1,0,0,1
"6302","YLR287C_mRNA",5999,6475,5511,6740,6119,5353.77,4948.98,4950.9,5154.95,166.01,193.04,196.59,161,228.01,200.03,95.33,158.07,61,159,189,189,152,223,192,88,146,59
"6303","YLR290C_mRNA",1350.49,1454.05,1045,2160,1733,1565,4406,3259.02,3203,57,55,52.07,66,85.26,71,165,231.41,55,55,52,49,64,78,67,157,212,53
"6304","YLR294C_mRNA",175.79,222.9,187.23,203.45,187.17,182.61,372.13,438.91,388.56,5.29,5.89,0,0,0,43.42,4.48,0.64,0,0,0,0,0,0,0,0,0,0
"6305","YLR296W_mRNA",6,11,6,21,18.27,23,19,40,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6306","YLR297W_mRNA",407,376,289,503,406,385,1178,857,986,7.02,9,10.33,16,5.01,12,26.01,27.35,17,5,8,9,15,5,11,23,22,14
"6307","YLR299C-A_mRNA",3,4,0,2,4,4,4,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6308","YLR302C_mRNA",3,5,4,9,8,15,32,80,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6309","YLR307C-A_mRNA",19,21,17,50,26,35,522,790,700,0,1,0,1,2,1,13,25.99,14,0,1,0,1,2,1,13,24,14
"6310","YLR311C_mRNA",17.14,14.99,9.6,31.27,11.41,17.28,110.89,97.43,83.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6311","YLR312C_mRNA",127.4,127.01,106.4,247.73,198.59,189.72,969.39,990.57,914.88,1,4.01,5.02,7.02,10,6,11,24.01,5,1,4,4,6,10,5,10,19,4
"6312","YLR317W_mRNA",978,971,818,1201,1011,913,1608,2891,2487,0,1,0,0,1,0,2,14.31,5.27,0,1,0,0,0,0,2,3,2
"6313","YLR326W_mRNA",1127,1257,909,1438,1090,1054,2962,2319,2502,27,29.01,32,53.03,44,43,87.81,99.5,40,24,26,30,44.01,43,37,85,87.94,39
"6314","YLR334C_mRNA",16,19,15,19,16,15,55,55,62,1.31,0,0.98,0.95,1.99,0,2.01,0,0,1.95,0,1,1.04,2,0,2.7,0.12,0
"6315","YLR339C_mRNA",5,5,9,6,12,1,8,12,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6316","YLR342W-A_mRNA",595.68,534.77,517.63,814.35,800.62,558.57,1001.35,965.56,734.07,0,4.47,1,1.43,0,1,2.11,3.49,0,0,0,0,0,0,0,0,0,0
"6317","YLR345W_mRNA",2089,2278,1762,2604.6,2213,1967,3080,2817.21,3244,90.75,137.05,128.06,98.02,145,145.02,143.05,155,58.01,87.01,136,124,92,141,139,135,145,51
"6318","YLR346C_mRNA",100,114,61,112,78,76,225,260,352,0,0,0,0,1.01,1,0,3,1,0,0,0,0,0,0,0,0,0
"6319","YLR347W-A_mRNA",3,2,2,6,0,4,13,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320","YLR349W_mRNA",64,52,73,65,68,39,58,80,68,3,7.02,3,7.03,3.24,4.05,2,11,6,2,4,2,2,1,3,1,6,3
"6321","YLR352W_mRNA",3542,3904,3237,4611.04,4114,3675,4719,6795,6016,81.04,105.07,125.49,94.03,139.02,118.25,86.02,137.07,51.01,77,101,123,88,127,113,82,126,43
"6322","YLR358C_mRNA",0,3,1,3,2,0,6,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6323","YLR361C-A_mRNA",580,565,455,734,682,683,1500,1562,1500,25.47,18.26,16.21,33.88,26.29,15.05,76.97,72.53,22.03,25,16,15,31,22.39,13,72,67,20
"6324","YLR363W-A_mRNA",818.01,778,598,978,839,730,1041,762.01,924,7,6,1,19,12,15,19,20,23.01,4,5,1,14,11,13,13,17,14
"6325","YLR364C-A_mRNA",3,7,3,12,5,11,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6326","YLR365W_mRNA",21.51,23.81,14.2,26.5,29.8,18.34,44.02,75.83,41.7,1,0,1,0,0,0,0,2.21,0,1,0,0,0,0,0,0,1,0
"6327","YLR366W_mRNA",8.02,5.64,7.91,11.33,14.84,4.9,14.53,17.3,19.38,0,0,0,0,3,2.99,0,0,0,0,0,0,0,1,1,0,0,0
"6328","YLR374C_mRNA",142.34,119.47,82.65,147.15,121.45,115.43,268.72,959.73,637.58,0,0,0,0,0,0,0,7.2,0,0,0,0,0,0,0,0,1,0
"6329","YLR379W_mRNA",2,1,3,4,9,1,6,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6330","YLR399W-A_mRNA",1,0,0,0,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6331","YLR400W_mRNA",33,40,34,70,60,44,48,86,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6332","YLR402W_mRNA",2057,2216,1870.86,2124,1760,1764,1930.99,1551,1824.04,2,4,4.05,8,4,7.01,9,12,7,0,3,4,5,2,5,6,9,5
"6333","YLR406C-A_mRNA",16,13,13,25,21,23,45,64,56,0,0,1,0,0,0,0,2.19,0,0,0,1,0,0,0,0,2,0
"6334","YLR407W_mRNA",2920,3094,2730,3505,3118,2900,2685,2041,2452,101.56,89.3,80.01,119.16,120.98,92.01,124.58,96.36,54.03,91,82,78,115,112,89,117,88,51.93
"6335","YLR410W-B_pre-mRNA",83120.27,103004.26,56565.28,112547.66,108722.77,91811.53,128641.42,314910.78,270900.45,0,0,0,0,0,0,0,14.21,0,0,0,0,0,0,0,7.08,0,0
"6336","YLR412C-A_mRNA",9,14,16,19,13,9,23.04,30,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6337","YLR415C_mRNA",789.92,581.15,632.44,945.39,810.97,827.73,1653.09,1612.41,1674.79,0,0,0.61,0,1.02,0,1,1,3.07,0,0,0,0,1,0,0,1,2.01
"6338","YLR416C_mRNA",16.2,16.56,7.92,13.15,8.67,17.9,117.31,500.96,328.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6339","YLR419W_mRNA",10241.99,12695.32,10807,10766,11809.98,9235.57,9878,9346,8328.74,261.14,381.98,398.92,214.44,453.3,363.19,272.92,476.5,132.12,250,369,387.99,195,427,345,260,435.62,125.04
"6340","YLR422W_mRNA",13601.98,15671.95,13198.58,16870.07,16344.99,14025.73,17404,24393.56,19218.68,321.15,378.02,472.47,307.94,486.3,440.68,287.97,610.45,201.06,311,360,447,285.93,462,422,271,575,185
"6341","YLR428C_mRNA",10,17,6,18,11,8,98,267,135,0,0,0,0,0,1,6,21,3,0,0,0,0,0,0,4,8,1
"6342","YLR434C_mRNA",94.64,90.5,72.46,91.48,88.83,62.41,129.35,69.66,35.85,0,1.7,2.88,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0
"6343","YLR437C-A_mRNA",16,18,20,37,12,32,61,82,87.16,0,0,2.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6344","YLR444C_mRNA",7,8,11,14,10,18,13,20,22,0,2,0,0,1,2.03,0,0,0,0,1,0,0,0,1,0,0,0
"6345","YLR446W_mRNA",1179.04,1373,1031,1644,1332,1159,2636,3963,3135,83.23,82.24,61.81,87.08,107.84,83.35,146.75,184.85,57.01,77,72,60,83,97,76,144,171,55
"6346","YLR456W_mRNA",416,438,392,571,495,491,904,644,800,37,33.01,27.07,34,42,34,77,49,40,37,31,27,33,42,33,74,47,38
"6347","YLR458W_mRNA",0,0,0,0,1,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"6348","YLR460C_mRNA",277.32,293.17,231.6,638.5,435.49,304.04,542.97,818.87,634.3,57.84,60.01,63.57,83.06,85.53,94.13,78.2,117.54,31.56,56.28,58,61.47,79.46,81.6,94.2,77.12,115.58,27.96
"6349","YLR462W_mRNA",17.68,16.18,15.06,27.08,18.78,11.11,15.13,17.39,24.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6350","YLR463C_mRNA",444.09,418.44,414.79,462.18,501.7,350.96,816.9,1367.56,971.62,0,0,0,0,0,0,2,2,8,0,0,0,0,0,0,0,1,2
"6351","YLR464W_mRNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6352","YLR464W_pre-mRNA",14.38,21.72,13.59,21.23,24.38,8.33,31.8,17.1,32.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6353","YLR466C-A_mRNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6354","YLR466C-B_mRNA",6.57,10.89,5.04,16.94,18.8,8.45,24.43,61.48,60.4,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0
"6355","YLR467C-A_mRNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6356","YPR058W_mRNA",3985.96,4188,3412.01,5647.03,4990,4306,5657,4424.09,4117,312.43,292.11,237.97,497.06,417.01,400.36,503.24,478.01,273.02,263.91,251,190,418,339,333,435,407,216
"6357","YBR104W_mRNA",3903,4044,3495.99,4945.04,4095.01,4012,2872,2477,2665,163.02,151.05,165,331.03,227.01,205,173.5,135.64,59,150,142,152,292,212,186,159,123,54
"6358","YML038C_mRNA",5033.12,4906,4116,6814.01,5214,4627,6256.34,5763.01,6203.98,132.04,96,117.01,147.02,152.01,126.02,92.28,86.02,47.87,120,85,105,130,134,113,82.94,72,38
"6359","YPR024W_mRNA",18066.48,17736,15231.73,21133.96,17812.99,13982,15022.95,17474.27,16752,728.23,599.8,654.77,811.35,820.25,607.84,573.32,848.71,328.06,705,585,636,763.87,791,583,558,815,311
"6360","YMR302C_mRNA",7671,7182,6250,9639,7588,5878.52,9607.96,8819,7968.09,186.21,167.32,201.93,291.26,215.52,194.44,193.17,270.04,128.58,181,153.02,192,259,201,179,186,247.99,118
"6361","YML002W_mRNA",1665.5,1894.93,1505,2629.92,2278,2152,3713,8306.95,6227,0,7,6.01,2.01,7,0.98,4,12,4,0,6,5,2,7,0,4,7,3
"6362","YML003W_mRNA",1205,1265,1077,1793,1494,1391,2341,5227.99,4037,12.02,20.82,11,18.79,23.04,21.06,27.47,87.65,35.76,9,19,10,12,21,20,24,77,29
"6363","YML007C-A_mRNA",28,36,22,42,30,33,42,152,87,4,2,1.33,0,0,0,2,2,1,3,1,0,0,0,0,0,0,0
"6364","YML009C-A_mRNA",2,0,0,2,4,3,2,3,2,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0
"6365","YML009W-B_mRNA",8.51,10.26,9.57,5.77,13.97,8.24,11.88,8.4,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6366","YML012C-A_mRNA",29,28,35,55,35,37,39,26,25,5,1,0,0,0,0,0,2.01,2,3,1,0,0,0,0,0,1,0
"6367","YML018C_mRNA",11369.05,10998.2,9326.51,13170.19,10364.76,9274.17,10791.69,8464.18,8794.99,417.79,361.99,389.59,580.97,396.95,401.04,314.05,222.92,133.02,400,345,369,521,371,378,307,205,120.25
"6368","YML020W_mRNA",3818,4175.02,3316.98,4993,4443.59,3883.85,4834,7732.06,6801,45.66,37.03,44,64.67,71.86,65.99,40.02,62,19.25,44,33,43,52,62,60,34,51,15
"6369","YML031C-A_mRNA",1,0,2,3,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6370","YML034C-A_mRNA",15,9,14,21,25,16,50,170,107,0,3,0,0,0,0,5.01,3,0,0,1,0,0,0,0,2,2,0
"6371","YML037C_mRNA",1014,1101,894,1353,1237,1011,1312,1531,1657,9.01,12,12.92,10.42,10.02,6.03,17,27.01,8.19,8,9,11,10,9,5,17,23,8
"6372","YML039W_pre-mRNA",0.66,0.25,3.06,2.47,8.13,1093.68,0.26,9.24,240.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6373","YML045W_pre-mRNA",1.14,0,0,0,1.16,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6374","YML047W-A_mRNA",3,5,7,5,4,1,3,13,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
"6375","YML053C_mRNA",1494,1606.96,1324,1783,1562.05,1364,2973.96,2644,3263.35,74,61.28,60,102.72,77.07,74.31,104.05,149.01,52.12,60,47,52,80,67,62,89,92,34
"6376","YML054C-A_mRNA",1,0,0,2,0,0,6,26,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6377","YML057C-A_mRNA",12,6,5,13,14,13,60,117,83,0,0,0,0,0,0,0,4.35,3,0,0,0,0,0,0,0,2,2
