gene	YPA_WT_pre_shift.TE	YPA_4Gts_pre_shift.TE	YPA_WT_0h.TE	YPA_4Gts_0h.TE	YPA_WT_2h.TE	YPA_4Gts_2h.TE
YER125W	1.132408468	1.172414678	1.122340527	1.067906526	1.158228424	0.9308309
YER152C	0.831922252	0.637464896	0.84360228	0.758327609	0.768350094	1.299618607
YLR015W	1.162010621	1.324602382	1.469583563	1.506053599	1.119283269	1.435744667
YHR116W	2.438225141	1.615477905	2.769912262	3.466565478	2.871165503	4.04953624
YPL259C	0.685802776	0.964813036	0.768322233	0.733930434	0.727314313	0.67169782
YGR093W	0.746044636	0.798048586	0.624217509	0.770577018	0.644944657	0.54816893
YLR442C	0.900956588	1.173579601	0.834287558	1.129176419	0.861002892	0.774138474
YOR386W	1.052323595	1.554239551	0.993133808	1.330600891	0.916691561	0.964175295
YAR042W	0.689935806	0.599224887	0.788101862	0.610067403	0.697291074	0.519329838
YPR198W	1.02667605	0.74358361	0.933880636	0.696131442	0.666520563	0.685808557
YHL038C	0.945489445	0.823493613	1.067805523	1.06812312	0.570519659	0.640563005
YDR425W	0.873696555	0.798048586	0.663572448	0.868947289	0.725766836	1.005402101
YML076C	0.531638846	0.52851635	0.529123128	0.509741218	0.561366613	0.445003982
YKR060W	1.795789426	1.714969143	0.891860295	1.835951055	1.416973346	1.457833046
YER069W	0.672505808	0.981117263	0.617870522	0.687794538	1.093005416	1.079374529
YMR091C	1.949342435	2.229909672	2.022575708	1.994084898	2.083088113	1.924720754
YER012W	1.478699191	1.738743537	1.431542389	1.682604225	1.880201657	2.891816063
YHR098C	0.800220029	0.670267013	0.730307437	0.654175859	0.887413545	0.751868292
YDL135C	1.97629187	3.027610257	2.481758838	3.314108498	3.262157554	2.958640763
YCR093W	0.595659745	0.693149037	0.590518029	0.624281458	0.670406314	0.579616044
YBR069C	0.623599167	0.451137284	0.550451331	0.337761798	0.255665566	0.456772334
YGL040C	1.699801712	1.740205895	2.012699706	1.735353652	2.346999945	1.843461806
YDR040C	1.257016451	1.368634048	1.209376633	1.532991143	1.083234083	1.970044657
YGR255C	0.946642639	0.975238504	0.997866859	1.077316066	0.783853166	0.743792371
YDL051W	1.479073054	1.43417427	1.729578551	1.298552881	1.89013915	1.952204176
YBL102W	1.476578323	1.227680257	1.415556569	1.547684349	2.001761428	2.044815329
YPL237W	1.710820411	2.132598571	1.418123123	2.053950076	1.720437256	1.791781103
YLR120C	0.905890633	0.608767832	0.935251263	0.985404142	0.790099008	0.377194706
YNL068C	0.775143531	0.546168517	0.884019765	0.714596466	0.999399104	0.683591439
YBL002W	2.311673023	2.274234063	2.475987825	1.999958046	3.408931596	5.027904195
YDR146C	1.32653129	1.451967996	1.47970788	1.723594675	1.863970497	2.246660517
YBR112C	1.246518292	0.901743055	1.226413777	0.999193575	1.431089535	1.234717439
YBL081W	1.103281051	0.86809879	1.408681902	0.683937212	1.265517802	1.32734799
YDR337W	1.764971131	1.871286339	1.843679928	2.493833516	1.775182973	1.250592074
YJL061W	0.781589631	0.755127874	0.892072038	0.891426235	0.761592528	0.66453928
YPR147C	1.011312993	1.179723997	1.037003441	1.075884162	0.879034366	0.607430436
YDR441C	0.580824481	1.025078529	0.665519009	0.510661883	1.048727119	0.757169102
YPL094C	1.300954882	1.382103427	1.333896666	1.314893771	1.359282094	1.161525517
YPL023C	1.174955521	1.065557158	1.493358706	1.247289919	1.396019448	0.84314971
YER020W	1.026954541	0.990844302	1.090277483	1.208189665	1.175595324	1.214860872
YDR231C	1.529885715	1.649428921	1.384747986	1.77981586	1.675708756	1.995842861
YJL112W	0.590125431	0.720484119	0.59196002	0.807071785	0.621496763	0.604990956
YNL193W	0.682932894	0.897254871	0.739707434	0.824648015	0.9644742	0.753402091
YML058W	2.983687401	2.523298548	2.993055994	2.42874542	3.924912843	5.285579301
YJR076C	1.31593171	1.649205995	1.61465218	1.482381212	2.133435478	1.644251353
YKL157W	1.223908572	1.261757784	1.113536553	1.264603086	1.224599289	1.21696635
YBR003W	1.116822907	1.16459933	1.327429961	1.27892707	1.271218929	0.757315868
YPR129W	1.860655336	2.243048559	1.831659139	1.594714065	2.664634869	2.227945544
YDL113C	0.97754212	0.683337397	0.862458307	0.836871669	0.950767461	0.718219635
YMR135C	1.371759492	2.073454297	1.969639159	1.666399605	1.531102793	2.140469155
YBR247C	1.384961387	1.391674409	0.961051297	0.946662262	1.056748414	1.569564776
YLR185W	2.595465086	2.282826091	2.385969428	2.197621792	3.184755948	4.062870432
YJL210W	0.788270962	0.504902451	0.710729531	0.790478926	0.48730059	0.385199789
YLR398C	1.105126814	1.319261243	1.074290172	1.079498291	1.013972546	1.206989203
YIL154C	2.217874301	1.572965329	2.322566728	1.71958796	2.771109736	3.262769199
YKL004W	0.772618001	0.67947822	0.628875849	0.660549824	0.501682144	0.54715108
YPL154C	1.552013581	1.523086473	1.510291419	1.594849823	1.663387219	2.133414214
YPL101W	1.205643725	1.115294626	1.280867135	1.081899729	1.214723867	1.063003263
YLR258W	1.060852027	1.206357872	1.196233942	1.28978542	1.259559001	1.521312263
YIL094C	1.323311982	1.290693468	1.25540076	1.255508067	1.282737688	1.483599772
YLR451W	0.647460166	0.680502731	0.695073307	0.504466734	0.641632273	0.442386312
YFR017C	1.610801172	1.644463753	2.052844893	1.452164676	3.340263972	2.915666093
YIL076W	1.590995683	1.420403474	1.420784324	1.778766935	1.499630754	1.963828497
YOL044W	0.921856521	0.814571331	1.058352038	0.968974168	1.065086395	0.817694818
YOR085W	1.178122006	0.918754749	1.212831994	0.89400442	1.16413728	1.180478017
YGR054W	1.315132408	1.162366312	1.29782921	0.947574066	1.461527018	0.954965263
YNL087W	0.587981006	0.65026711	0.5724346	0.655559821	0.456304298	0.584096677
YOR341W	0.691638263	0.766031778	0.69615983	0.594107768	0.628518223	0.615777789
YDR296W	2.128312545	1.579109725	2.055603753	2.002944475	2.19490671	1.792804394
YGL232W	1.372011052	1.36462555	1.188462383	1.410393502	1.097798575	1.615994179
YPR091C	0.456141172	0.65540222	0.438247857	0.643344223	0.490274385	0.633429404
YHR137W	0.341359505	0.355533259	0.814543957	0.767999262	1.663403493	0.927787584
YBR187W	1.013658066	1.184519623	0.795664661	1.097368632	0.856495023	1.377215551
YMR198W	0.507226858	0.512128247	0.42321645	0.619356982	0.411674466	0.700089316
YCR003W	2.529423575	2.115638367	1.800428185	2.662129029	1.548113211	1.590363323
YDR342C	0.759766752	0.48612207	0.917780468	0.837408526	0.46677093	1.838708347
YBR020W	0.372421705	1.19645767	1.637254722	1.660423889	2.591142567	2.864582604
YLR418C	1.932961406	1.907220461	1.860148564	1.969361655	1.871117623	1.973485783
YER059W	1.516969489	1.205450065	1.122495988	1.044197162	1.302492267	1.589537589
YNL076W	0.728414263	0.659257527	0.899583996	0.898717299	0.688265206	0.66817348
YOL066C	1.26814365	1.351320214	1.101382568	1.271196545	1.246882332	1.44234478
YEL022W	0.531090199	0.514032185	0.463239625	0.461059008	0.553275166	0.564970962
YIL053W	1.430147114	1.227539504	1.089187037	0.957304566	0.757482158	1.319403796
YOL019W	0.699431837	0.64921918	0.794867531	0.704526769	0.403203798	0.601036431
YJL190C	2.304805171	1.927169812	2.044749029	2.094344166	1.698396565	3.475487959
YMR218C	0.678086446	0.713970078	0.743041003	0.766953747	0.55272437	0.782452765
YNL265C	1.66142503	1.586885376	1.974604997	2.251569896	1.820051925	1.546186564
YPR166C	2.088581181	2.34216266	1.998315898	2.639944621	2.343358656	1.990615405
YJL042W	0.810148261	0.79196338	0.957296298	0.800670534	0.917231977	0.88602635
YNL301C	1.59627276	1.301389823	1.502420721	1.374756619	1.405587582	2.35258772
YMR058W	1.2751922	0.947192904	1.073839808	0.96999721	0.896562058	1.05601371
YDR061W	1.161923323	0.934368294	0.970265596	0.945934173	0.761950801	0.76966341
YOR290C	0.622659704	0.678790017	0.701196572	0.593064834	0.764859663	0.583695817
YKL114C	1.735128981	1.640553683	1.642475747	2.17395563	1.68982807	1.398108043
YML024W	1.805063778	1.678417106	1.605974706	1.919533769	1.664634551	2.24002586
YML093W	1.610106219	1.943074818	1.44310458	1.279054216	1.555214648	1.433613955
YHR197W	0.826003212	0.781716103	1.119399011	0.692438437	0.670492119	0.806259017
YDR276C	2.709854567	1.958991224	3.067341953	2.51468296	3.222181246	4.336297658
YKR003W	0.874716131	1.03347722	0.886909445	1.060722918	0.824822638	1.561963978
YLR107W	0.719757207	0.658450603	0.77005206	0.688481645	0.345603255	0.394913451
YER175C	1.21592647	1.07247636	1.425939425	1.503184926	1.734476149	1.318253287
YKL135C	0.729872413	0.765290018	0.754651019	0.863263713	0.739398199	0.592320226
YDL183C	1.427637769	1.292078663	1.610318316	1.807264319	1.750458045	0.798337144
YCL049C	1.352604955	1.007404761	1.226723462	1.145513495	0.814217838	0.719414818
YBL066C	0.510392829	0.457010197	0.611485713	0.5531391	0.684685694	0.543713957
YGL120C	1.040821186	1.020477507	0.798868852	0.577320546	0.897640669	1.055416812
YGR271C-A	1.42680602	1.343761809	0.605706739	0.965907794	0.48514872	1.25824876
YDR169C	1.223311834	1.315571002	1.38814247	1.057357405	1.66546365	1.076252585
YMR272C	1.382855217	1.392974271	1.247484337	1.603082263	2.107376127	1.009884346
YPR108W	1.459437394	1.730796884	1.536911221	1.85360443	1.841080409	1.926193882
YKL054C	1.579027885	1.451670851	1.44518937	1.541595522	1.92550385	1.791888763
YGR162W	1.318120774	0.456171335	1.384921271	0.539943462	1.17657414	0.610588653
YDL165W	2.582245823	1.600321247	2.002537997	1.681042684	1.904344467	2.837631234
YJR051W	0.928258303	1.057923584	0.987393856	1.457139038	0.854513543	0.858501683
YFL034W	0.911669656	0.755760685	0.730219871	0.672861643	1.063258994	0.613107356
YLR375W	0.8467221	0.694372082	0.940287098	0.673973412	1.135306693	0.396428285
YMR076C	0.74985866	0.732613989	0.898120794	0.924605351	0.80175662	0.856858393
YGR205W	1.404112822	1.302415292	1.457318951	1.606457173	1.69854623	2.429721744
YNL027W	1.132128117	1.537446757	1.167723155	1.122368516	1.59414624	1.179246058
YLR291C	0.945197323	1.254121005	0.786578562	0.988320391	1.167972446	1.206815436
YDR210W	1.591299947	1.543836341	1.613668668	1.308485278	2.535676056	3.751149359
YIL122W	0.651755829	0.488447128	0.982618514	0.6468478	0.577314528	0.377676955
YDL230W	1.079100277	0.724797749	1.263220184	1.165247104	1.153305244	1.015406102
YJR113C	2.015145245	1.28983157	2.278290122	1.863001664	2.700347821	1.73282481
YGR024C	0.537326612	0.398859065	0.311385129	0.479539455	0.44171777	0.313512483
YIR026C	1.361718127	1.724489512	0.871568782	1.045297475	0.834355787	1.425704494
YIL156W-B	2.188694989	2.424988215	2.596276441	2.700710609	2.83758462	4.278423071
YGR097W	0.533950319	0.485055388	0.559813847	0.596388607	0.427456658	0.443461484
YIL068C	0.746081406	0.936288886	0.650941668	0.856360438	0.63902384	0.514869608
YCL025C	0.639565529	0.534003854	0.824387747	0.603483911	0.331302431	0.316099722
YNR034W	2.830641788	1.715962177	3.363952846	2.570331476	2.752592297	1.7228936
YBR286W	1.524188343	1.817332491	1.545711788	1.560694761	1.608910069	2.248710955
YDR190C	1.866391693	1.626631205	1.916139039	1.691813889	1.882783577	1.907290106
YAL031C	0.584410509	0.541799169	0.654030883	0.512699098	0.648006103	0.643772428
YBL006C	1.259850038	1.251222421	1.153885751	1.177251058	0.908733265	1.457833046
YGR108W	0.782999472	0.708392187	1.016628315	1.140584593	0.918433847	1.064111713
YHR076W	1.749058132	1.627205512	1.567915709	1.570916085	1.663953233	1.638649548
YDR462W	3.618693915	2.705023709	2.897761265	2.836091058	3.882521674	2.705257199
YJL148W	2.043115468	1.871899916	1.863759334	1.298017396	1.503374159	1.221685933
YIL057C	2.184977235	1.660352291	2.373101648	3.070749994	2.330983656	1.214860872
YPL055C	1.460756179	1.205940085	1.509302037	1.10810367	2.470046793	1.85802251
YLR353W	0.542531845	0.65648553	0.606195081	0.583477369	0.676180282	0.64505887
YIL148W	1.678867636	1.546419062	1.594063565	1.711707815	1.908405147	2.501578176
YNR016C	1.172171754	1.028202882	1.010517791	0.868540152	1.348867123	1.135811706
YGR028W	1.066640721	0.83477546	1.014507266	0.926802215	0.856241772	0.632590277
YER150W	0.952393018	0.483989332	2.297084077	1.425730741	2.747908399	1.822291308
YCL034W	1.839520326	1.970260695	1.670177255	1.415033538	1.841231135	1.878984815
YLL013C	1.069029125	0.998298839	1.176161486	1.131476263	1.14250973	0.887992476
YOL027C	1.414830021	1.799967614	1.355005361	1.596740698	1.391904547	1.246384208
YPL120W	0.986731266	0.847926622	1.036925064	1.270779555	1.078007504	1.075098117
YOL145C	0.885243823	0.96050713	0.866325833	0.924447535	0.841137334	0.867984039
YJL099W	0.608036651	0.796696725	1.017635465	0.769760729	0.541343152	0.684320365
YDR395W	0.866374416	0.830552814	0.798862897	0.738476954	0.845594849	0.898908044
YDR005C	0.880662893	0.916728201	0.96090612	0.872217545	0.723077704	0.655205864
YMR311C	2.963420845	3.105598213	3.001205781	3.802567701	3.896458359	3.093845687
YBL039C	1.263353502	1.335870442	0.981903882	0.72518979	1.021743837	1.378516399
YOR362C	1.844783972	1.895456128	1.81033769	1.87075861	1.977515951	2.297561147
YPR106W	1.095344797	1.008311108	1.139892448	1.009014423	0.972456056	1.24043689
YLR126C	0.588911415	0.928049544	0.884356663	0.881592351	0.915252758	0.719917554
YDL053C	1.217919628	0.943779197	1.180274193	1.022290928	1.833730212	0.864563565
YML074C	2.832932669	2.960653491	3.119598263	2.900280465	4.187026343	2.997928923
YKR062W	1.174568426	1.435521756	1.475385138	2.045195476	1.582862908	0.989886636
YER010C	1.113909963	1.037119997	0.809392543	1.011941526	0.776190917	1.214860872
YMR097C	0.702915597	1.244072578	0.849521433	1.223522614	0.770786207	1.099768789
YDL133W	0.61265048	0.531604023	0.697401631	0.716605896	0.475912679	0.352309653
YOR131C	1.641932218	1.889366401	1.819320834	2.166506462	1.92810237	2.479819099
YMR253C	0.931544173	0.852022886	1.110778466	0.746306876	1.081403734	1.114551259
YGR002C	1.1289628	1.572965329	1.095584728	1.010120798	1.161226937	1.003828702
YGR253C	1.6450128	2.156484725	1.733873413	2.528080724	1.599649352	2.474578145
YDR510W	2.222880192	3.251803324	2.324024779	3.000093096	4.453469793	4.819171857
YPR045C	1.00814207	1.041744582	1.102539786	1.040246858	1.075033167	1.388412425
YPL231W	1.170630951	1.002355679	1.049670796	0.935124402	1.361652261	1.078874832
YLR148W	0.742060608	0.730017242	0.67621059	0.731754856	0.542759474	0.790906491
YDL082W	2.217581783	2.45680528	2.128203453	1.91222269	2.730739144	2.088131452
YKL155C	1.06277967	0.896074511	0.97213725	0.976473968	0.912523421	0.593304147
YBR162W-A	2.465873265	2.768418978	1.978211408	2.771138623	2.194023245	3.818134169
YFL042C	1.419802336	1.379369596	1.292689245	1.606457173	1.538177868	0.982227939
YDR148C	1.804994011	1.869712086	2.008345453	1.985803743	2.966063379	2.237177757
YPL096W	1.764851098	1.77462755	1.917701412	2.968453471	2.4111855	2.236886685
YDR335W	0.881209594	0.968926919	0.808985892	0.781070556	0.835659796	0.81359703
YPR141C	0.820150171	0.948908432	0.807712418	1.034294344	0.695345471	0.63212273
YMR039C	2.891881635	3.003926843	2.625424553	3.949207216	3.392280494	2.470217106
YNL320W	0.673333634	1.011191997	1.011232365	0.915070541	0.812634681	0.76589055
YPL078C	1.432265968	1.787606219	1.52174134	1.970711997	1.896155464	2.012220261
YCR095C	0.592205297	1.008311108	0.57272622	0.892476207	0.478961033	0.508546412
YLL011W	1.092116072	1.215801183	0.94630842	0.777969826	0.840556488	1.033924146
YCR077C	1.24544887	1.230924546	1.239143865	1.144278585	1.391864714	1.2706453
YNL191W	0.816300431	0.581997172	0.867551565	0.723701004	0.659114779	0.445589109
YDR237W	1.635162702	1.475931753	1.492178676	1.427319862	1.208751683	1.293520928
YKR048C	2.408334979	1.789533019	2.330400316	1.76657358	2.805041692	2.239358929
YBR001C	0.988634989	0.741964778	0.995110963	0.944793778	1.29005975	1.157845741
YPL003W	0.887647002	0.753015317	0.533902762	0.646075167	0.754958567	0.828314231
YJR074W	2.08005636	2.538194053	1.978540171	2.988482829	3.52141695	3.644582616
YPR127W	0.869671508	0.754381331	0.810226094	0.845824042	1.900817903	0.745114668
YAL012W	2.477154424	1.659778133	2.731913824	1.658061244	3.508130952	2.821251491
YMR288W	0.940591804	0.768402603	0.896148085	0.846646348	1.003764036	0.838077935
YIL156W	0.600247701	0.57547512	0.655174294	0.568793449	0.798029334	0.701539377
YBR241C	0.985549245	0.646039331	1.238575215	0.947203522	0.937702949	1.388412425
YPL156C	0.488756412	0.527406022	0.607818468	0.734611069	0.414723906	0.762519058
YOR153W	0.73848292	0.730018956	0.727173193	0.676059319	0.795452587	1.057622482
YLR187W	0.775343362	0.969859451	0.766296868	0.735557314	0.987256357	0.856579869
YDR099W	1.918623466	2.493568502	1.852170921	2.239338123	2.669363989	2.85064537
YHR170W	1.052074123	0.796763483	0.659039125	0.633275938	0.520071779	0.747414405
YDR259C	0.911380879	0.642478796	0.591715003	0.456070469	0.628884612	0.497311468
YKL068W	1.26181502	1.19270838	0.924948373	0.786138616	1.263611901	1.256379148
YMR002W	2.412647384	2.305824175	2.775240285	2.220306661	3.288318484	4.592595435
YLR261C	1.218748548	1.357068127	1.144987753	1.548040548	1.386733061	1.700805221
YPL178W	1.511591847	1.743174264	1.65815522	1.666156595	1.785918391	1.642628785
YFR011C	2.703182777	4.235968034	3.271559724	4.24800273	3.417417662	3.980607963
YIL074C	1.352764404	1.476001713	1.310335667	1.372445695	1.523745981	1.26133096
YLR325C	1.795984316	2.172265119	1.615208994	2.067853746	1.922256074	3.010338005
YGR056W	0.808769734	0.850948457	0.776212476	0.861701165	0.687915051	0.607430436
YGL065C	0.760558807	0.910280862	0.943313773	0.846258689	1.0913787	1.255088053
YOR052C	1.61482984	1.596268519	2.188196583	1.902219637	2.017368446	1.699664506
YGR116W	1.076643122	1.204183984	0.943983582	1.151755933	1.053374627	0.920880116
YBR185C	1.422892055	1.171531469	1.446063125	1.780842326	1.268298738	1.434414042
YDR019C	1.294920332	1.169640885	1.622308154	1.644909605	1.544414546	1.577263714
YBR150C	0.379510483	0.393241332	0.504643933	0.420063006	0.499622097	0.175531229
YER119C	0.90722745	0.895380264	0.750761065	0.898977689	1.248631115	2.172023983
YMR196W	0.831784296	1.156592153	1.10978091	1.236578069	1.28591341	0.68335924
YMR161W	1.725468374	1.790503087	1.812642153	1.871157502	1.287074191	1.345692043
YKL068W-A	0.845497924	1.201173524	0.764326032	0.693197273	0.874417874	0.805837362
YLL061W	0.731765669	0.616078087	0.565988264	0.725182084	0.31104293	0.542810177
YDR110W	1.098438991	0.945709216	0.782862272	0.848866574	0.646771806	0.853686018
YDR419W	0.765281654	0.774916743	1.042137121	0.773479379	0.73551462	0.899188362
YOR221C	1.217919628	1.096055628	1.353167344	0.888419497	1.212643	1.145041282
YPL214C	0.405608519	0.371149122	0.673380909	0.363199013	0.457300125	0.539938165
YOL064C	1.56214428	1.601695289	1.27518588	1.339983234	1.272052317	2.141192287
YBL023C	1.332124671	1.375478492	1.421296088	1.473141225	1.286978341	1.44042136
YOR274W	1.396365704	1.132823654	1.107744615	0.917975527	0.97397281	1.222406592
YOR329C	0.856318284	0.943779197	0.827408852	0.760953398	1.047212539	1.092353893
YLR005W	1.033604826	1.357068127	1.107122752	1.058045931	1.435162991	1.166815527
YNL267W	0.631070322	0.76819237	0.621923453	0.692717271	0.635728093	0.800766083
YJL143W	5.084998981	5.099029274	6.482811609	6.000590028	7.898853342	5.223901749
YLR050C	1.683523012	1.10342344	1.184127208	1.606457173	1.126189917	1.863572988
